2002	BE1	BE2	BE3	DE1	DE2	DE3	DE5	DE6	DE7	DE9	DEA	DEB	DEC	GR1	GR2	GR3	GR4	ES1	ES2	ES3	ES4	ES5	ES6	ES7	FR1	FR2	FR3	FR4	FR5	FR6	FR7	FR8	IT1	IT2	IT3	IT4	IT5	IT6	IT7	IT8	IT9	ITA	ITB	NL1	NL2	NL3	NL4	AT1	AT2	AT3	PT1	UKC  	UKD  	UKE  	UKF  	UKG  	UKH  	UKI  	UKJ  	UKK  	UKL  	UKM  	IE	LU	FI	SE	DK	NO
1986	34.57836226	43.23975963	37.12249284	44.0853797	46.06719749	38.94567627	42.81829814	51.6426757	51.17402623	39.27879647	41.77433785	41.09179331	40.2173913	11.56364679	11.69440888	12.55413584	11.57196684	35.85755744	43.40702576	46.04412228	34.03539631	41.05198413	37.45723587	44.55178268	54.23680494	42.2708502	46.65840708	45.82447552	43.31811024	42.96537433	42.22866817	44.35420354	43.11816065	47.65584371	46.12092004	42.02565243	41.01590935	47.28371139	35.35509629	33.30425179	36.03495253	36.08884956	37.07159091	54.33765392	51.5154486	54.45505252	50.25290462	46.52667611	37.02774566	41.20466401	16.06254037	18.95065312	19.61122476	18.89667565	19.9903709	19.70390705	23.45234403	23.91819372	26.66753985	19.36032602	18.21873308	20.80505989	27.96541787	32.59297789	35.00790033	64.13637813	41.57868664	35.96884481
1987	35.73399677	43.87780188	38.54746084	44.66597048	46.76254576	38.89583333	43.23269231	52.30709324	51.77427256	39.42798886	42.2674459	42.09787405	40.76130319	11.74588769	11.78451613	12.41881888	12.48648649	35.23577425	41.41129744	44.76576974	33.42932047	41.14912753	37.14833215	43.85290948	55.77041885	43.88743961	46.28893805	47.85253054	46.18745801	44.55377483	45.27158963	46.86484716	43.39350424	47.93446047	45.52184596	42.23193128	41.47274362	49.95361405	37.07060519	34.87365555	36.87669929	35.41323138	35.34587252	53.02439024	52.01312785	53.58095066	48.60199387	46.90354741	37.92166953	42.3756391	16.41909283	19.45284091	20.46010187	20.48557692	20.63224575	20.55244399	25.25246928	26.16639168	28.0888563	20.77226694	19.21849406	21.81487826	29.30906433	33.89559748	33.34220481	64.56164277	42.45027871	39.62403101
1988	35.4805915	42.80564191	37.77089995	45.17468939	47.15751295	39.52180937	43.95353278	53.20961338	52.91394545	40.10362594	43.11310927	41.96363994	42.71893688	12.32004724	12.59625912	12.81856683	13.4023622	33.56887143	41.90641769	45.81999719	31.46441659	41.27181428	36.72421165	42.69848485	58.20742638	44.43661417	47.57217391	46.51844332	46.17269737	45.09432258	45.08296703	46.60305907	44.2312385	47.65045091	45.86582021	44.1875	41.58959035	50.87055194	37.9380863	37.30573888	37.44871282	36.36916114	34.32660903	51.25392987	52.32481451	52.9511041	47.60014584	47.60990144	38.23286119	42.77054492	17.5490625	20.55520863	21.61540524	20.97688673	21.29384125	21.5503992	25.98326554	27.59588677	29.41671953	21.58146766	20.26511025	23.42802041	30.71744186	35.02406739	30.92657051	65.5699073	42.41963124	40.39218241
1989	35.98641943	43.84350721	38.29485765	47.29594871	48.93449831	40.19720906	45.81691036	54.22345451	55.02441752	40.80955535	43.84269202	42.89558	43.25660864	12.52662037	13.03781321	12.8347026	14.03654743	34.15191489	42.68235048	46.7622213	32.46207812	41.46893815	36.03576884	42.81756757	58.75523927	44.13382126	47.89658849	48.13448845	46.81287554	44.55723192	45.52444208	47.84674134	45.1759348	47.72993669	46.62873134	44.88261818	42.57778738	51.10791132	39.4546292	37.55283072	39.23836981	36.77516403	36.19703491	49.43660356	50.94613583	51.55684184	47.24784934	49.65049195	38.80289532	44.02801849	17.9141844	20.16402406	21.90218047	21.36911158	21.73987241	21.58930444	27.08200855	28.66356239	30.98098808	22.02320159	21.357289	23.45907516	31.49369628	35.09873708	30.82702079	65.66454384	42.89451023	42.02758997
1990	36.56728027	44.7632318	38.97859459	48.58239568	49.75011001	41.00231839	46.80515399	55.7833733	57.28871962	41.58723838	44.3721531	43.20668058	43.36933582	12.70794721	13.5180778	12.7889065	15.43245404	31.62827869	40.78522682	43.33720155	31.09016999	39.09078231	33.11610352	38.92070896	60.45822027	45.44106607	47.99331942	48.15668277	47.3565445	46.93593179	45.4963039	46.88246305	46.33383672	49.85847323	48.35134614	45.60632265	43.13693336	51.76875809	39.72168569	38.22482853	40.65564631	39.11046608	35.63968907	49.65140651	50.99649386	50.76212121	48.72739695	50.91740733	40.06597601	44.62921662	17.85389798	20.33146067	21.0880396	21.20886676	22.11028632	21.15689522	26.06606852	29.18923959	30.10208846	21.52883449	19.6238988	22.28024399	34.19382022	36.23101604	30.59574231	66.57821797	43.66158009	43.08241881
1991	35.43562341	45.08895641	39.16508339	48.79454759	50.4449235	41.07868694	48.05378973	57.6773132	59.66539263	42.05401357	44.8739907	43.05180015	44.20945542	12.56971154	13.05077453	12.60349544	15.74022989	31.17319547	40.338066	43.82335522	31.52816134	39.47874188	34.02955262	37.16929825	59.99635376	45.06744868	48.90737705	47.44574132	46.16086066	46.62296651	45.30371486	47.45326296	46.20700027	50.74040398	48.7431452	45.97228321	42.74803467	51.81593066	39.09155518	38.61270762	40.60719678	39.23126881	35.69111798	49.72770449	50.60717636	51.54364649	49.07784562	52.101422	41.19830329	44.70985011	18.81084112	20.24854908	21.40990668	20.85806892	22.47817638	20.72556073	25.61054073	29.07776199	29.38977115	21.14142733	18.8234773	22.10211883	37.18434066	36.65090543	32.97280217	68.89532781	45.74177632	43.8111991
1992	35.92533129	46.04986178	40.35995009	49.37826511	51.96202655	30.73470464	48.6433526	58.11048416	61.70281157	42.51073831	45.18502761	43.45882962	44.80044469	12.75310272	13.81303371	12.39336772	16.51225115	30.84872798	38.78791798	42.93226893	30.64013296	38.95013747	33.49442041	36.93313458	61.10023175	44.63957879	49.83087935	47.36287051	46.62267206	46.17651246	46.1501004	47.29588123	46.34864338	48.8919415	47.61075636	44.0279879	42.17444021	50.84361935	39.57661461	38.24193336	41.00588972	39.49222222	36.46177237	48.77024291	49.27272727	51.02960898	47.73349784	52.66120881	41.89261745	45.12610047	17.96949476	21.14996095	21.13761836	21.019233	22.10328358	20.91014461	25.68051118	29.16180871	29.4624088	20.51089903	19.8559322	22.29606959	36.92016129	35.03672316	34.5516824	69.20365019	46.27544248	46.04563986
1993	36.5966538	45.01548476	39.65178033	48.67262203	52.71223799	32.19275036	48.31776765	57.14326091	62.59191523	42.82915201	45.21926457	43.56888361	44.86495353	13.85779817	14.76303751	13.01974945	17.55763473	30.99158183	39.23990231	42.88922231	30.4770275	38.76101527	33.66954377	37.23317816	63.32105263	45.65344453	50.24508197	48.25705426	46.76892028	47.03642857	47.6430303	48.15938402	45.92374728	51.20785109	46.56507721	45.42875383	43.1453185	52.15895493	42.08168761	38.41124183	39.5241569	38.41861179	37.53159523	49.17754698	49.60468648	50.96435905	47.90267786	52.93234127	42.90102041	45.68762626	16.93000664	20.61287053	21.11775626	20.60199063	22.17073543	21.22625576	25.65304078	29.40960716	29.78308846	20.71433382	19.71244635	22.29267771	35.98155844	35.38357401	35.19958121	71.71954829	47.11046771	48.0890411
1994	33.51053014	44.11970887	40.24769703	48.94267304	53.48469938	34.54941022	48.82465278	57.98233089	63.54134276	43.02953196	45.24824777	43.62719595	44.33894622	12.62570755	11.43048864	13.67965108	16.3671466	32.21533865	40.37260482	44.12020202	31.41328609	40.08547655	34.7710125	38.38988717	66.31313091	45.34287174	50.56396434	48.94206746	46.92517283	47.36423841	48.26199262	48.06558972	46.23463834	52.4837215	48.08973141	45.6491295	44.3105416	54.1556979	43.72407321	39.80061637	40.35044616	39.46710424	38.9875	48.54011194	46.78693292	49.02597315	46.51192016	54.36884921	43.50765306	45.97456359	17.5284717	21.37065053	21.92783421	21.74014168	22.81586402	22.07624698	26.70569938	30.80417559	31.62489001	21.74797951	20.25492581	22.81643187	37.27211055	36.02268761	37.50061992	74.66410891	48.66655367	49.80447761
1995	35.8024911	45.22466411	42.09739715	50.3531757	54.45718782	35.67911426	48.78947368	59.57222024	64.22198632	43.94350842	45.94855275	44.04529617	44.73411639	12.43301105	13.56496945	12.64495202	15.68359133	32.88690121	40.94778511	44.83117861	32.15153134	39.9906204	34.95473992	38.20387566	68.30799026	46.09535786	51.29347826	49.58756715	47.94449436	48.17041265	48.50060827	49.00404079	47.90110284	53.47696293	49.29417817	47.99309626	45.63903473	55.32630364	45.61961722	41.42249489	42.37274096	40.61170467	39.16689655	47.2983304	46.24169913	49.72901405	46.37130575	53.81617357	44.17040816	46.16765432	17.44215504	21.53063317	23.50498339	22.34885313	24.17401598	23.25090272	27.47179587	32.29299242	32.52678187	22.02204844	21.01328273	23.85329373	37.1939759	34.95317726	37.86498175	76.52487685	50.22511261	51.46685585
1996	36.62805195	44.5484675	40.46601942	51.55605628	56.02111024	37.0544548	49.77285796	61.13865096	66.35129175	44.942273	47.15984544	45.14919954	45.44461942	12.40174102	14.02755591	12.88640815	16.74357367	34.07856567	41.11184817	45.15910762	32.71909123	39.78734851	35.35003872	38.16301423	68.61675629	46.65518211	52.64598025	50.13385237	48.20832521	49.31452932	49.76850834	50.20359508	48.2214771	54.53389264	50.11381085	49.68634638	46.27216515	56.75758214	45.05686546	43.55180212	42.81542114	40.35069607	40.27881912	45.40049241	45.77452026	48.83480883	44.99781292	50.41390845	41.34651163	44.94382284	17.74373166	22.15599686	24.28974507	22.55729666	25.05761138	23.65570661	27.59623569	32.54659075	33.09159986	23.26789474	21.98898467	23.91632886	36.6678733	35.26083467	38.11836136	78.7494557	50.15711767	50.57117517
1997	34.08587119	42.68695885	43.18340426	52.87345915	57.48886963	38.75997332	50.71469411	63.28563754	67.79109242	46.06936158	47.99381563	45.83042557	46.33125649	12.36232804	13.8743738	13.05549103	16.9504644	34.32550132	42.04794398	46.2430429	32.29138399	40.30127983	36.01805015	38.72383073	71.87421409	48.05576446	54.26680286	51.71503998	49.97779961	51.31834852	51.7685204	51.86548418	47.23848797	54.83921966	50.30898594	48.85694444	46.65692641	56.10460466	45.71487414	44.13702258	41.68571082	39.8510144	39.36703097	46.57234727	46.18580163	49.17593798	45.44277885	51.41898067	42.01935484	45.57412587	16.29052038	22.36238651	24.92851393	24.10965448	25.62886742	23.85765016	28.78132609	33.34625416	33.54007164	23.6061651	21.70196636	24.11909024	37.58459916	35.5311299	40.1177875	80.15578983	50.92817439	51.02832618
1998	34.99772785	45.26277171	42.35481256	54.03726909	58.84581198	40.18878175	52.56724138	65.55706134	70.68170817	46.89152893	48.83884809	46.86535038	47.40608875	12.70869033	15.15949467	13.82598667	17.86780906	33.9681454	42.28028339	46.20949528	32.63256888	41.88686214	36.30056005	39.06353689	74.11713526	48.74186079	55.37840032	52.45195889	50.59482006	52.308117	52.95584521	52.78	46.62072749	54.66827432	50.26407496	48.76163873	46.62179984	55.98910609	45.72529465	44.77977936	41.39032877	39.41469013	39.05475113	46.71307038	45.94040698	49.03454026	45.33379544	53.83930435	43.88045455	47.57703016	17.22745694	23.00705467	26.0984468	24.39070164	26.07904927	25.63624498	29.18131579	33.56629572	34.18369635	25.06757991	22.80046243	25.14916077	39.20629231	36.57553427	40.80408988	82.83751271	51.41830552	51.28974895
